"word";"F";"BOISSY_APOLOGIEDUSIECLE";"BOISSY_COMTEDENEUILLY";"BOISSY_DEHORSTROMPEURS";"BOISSY_MEDECINPAROCCASION";"BOISSY_PLAGIAIRE";"BOISSY_RIVALFAVORABLE";"BOISSY_VIEESTUNSONGE";"DANCOURT_ENFANTSDEPARIS";"DANCOURT_MADAMEARTUS";"DANCOURT_METEMPSYCHOSE";"DANCOURT_SANCHO";"DANCOURT_TRAHISONPUNIE";"DUFRESNY_COQUETTEDUVILLAGE";"DUFRESNY_FAUXSINCERE";"DUFRESNY_MARIAGEFAITETROMPU";"DUFRESNY_RECONCILIATIONNORMANDE";"NIVELLE_ECOLEDESAMIS";"NIVELLE_ECOLEMERES";"NIVELLE_FAUSSEANTIPATHIE";"NIVELLE_GOUVERNANTE";"NIVELLE_PREJUGEALAMODE";"REGNARD_DEMOCRITE";"REGNARD_DISTRAIT";"REGNARD_FOLIESAMOUREUSES";"REGNARD_JOUEUR";"REGNARD_LEGATAIRE";"REGNARD_MENECHMES";"VOLTAIRE_DEPOSITAIRE";"VOLTAIRE_DROITDUSEIGNEUR";"VOLTAIRE_ENFANTPRODIGUE";"VOLTAIRE_ENVIEUX";"VOLTAIRE_FEMMEQUIARAISON";"VOLTAIRE_NANINE"
"entier";21;2;0;3;1;0;0;0;0;3;0;0;0;0;0;0;0;1;2;0;1;0;1;1;0;1;2;0;0;1;1;1;0;0
"entretenir";21;0;1;0;0;2;0;0;1;1;1;2;0;0;0;0;1;0;2;2;0;5;0;0;0;0;0;0;0;0;0;1;0;2
"équipage";21;1;0;0;1;0;0;0;0;0;2;1;3;0;0;0;0;0;0;0;0;3;1;0;1;1;1;1;0;1;0;0;0;4
"excuser";21;1;0;2;0;1;1;0;1;2;0;0;0;1;0;0;0;2;4;0;0;2;1;0;0;0;1;0;1;0;0;0;1;0
"faveurs";21;1;0;1;0;0;1;3;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;1;0;5;0;2;0;1;1;0;0;1
"feront";21;0;1;0;0;0;0;0;0;1;0;2;1;1;1;0;1;1;1;0;2;0;0;1;1;1;3;0;1;1;0;0;0;1
"froideur";21;0;0;3;0;0;1;0;0;0;0;0;1;0;5;0;1;2;0;0;1;0;1;0;0;1;0;1;0;1;1;2;0;0
"grave";21;2;0;2;1;0;0;1;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;1;0;0;0;4;2;3;0;0;0
"ira";21;0;0;1;1;0;0;0;3;2;0;1;1;0;1;1;0;1;1;0;0;2;0;0;0;0;0;0;2;1;2;1;0;0
"jadis";21;1;0;0;0;0;0;0;0;0;2;0;0;0;1;2;1;0;0;1;0;1;0;1;1;2;1;1;0;2;3;0;1;0
"joindre";21;1;2;2;1;0;1;1;0;0;0;2;1;0;0;2;1;0;0;0;0;4;0;0;0;0;0;1;0;0;0;1;1;0
"légataire";21;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2;3;0;0;0;0;0
"liens";21;0;2;2;0;0;2;0;0;1;0;0;0;0;3;0;0;0;0;3;2;0;0;1;0;0;1;0;0;0;3;1;0;0
"longue";21;0;2;0;0;0;0;0;1;0;3;2;1;0;2;0;0;0;1;1;0;0;2;0;1;3;1;0;0;0;0;0;0;1
"lot";21;2;0;0;0;0;1;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;1
"louer";21;8;0;0;1;0;0;0;0;2;0;1;0;0;0;0;2;0;0;0;0;1;0;0;1;0;0;3;0;0;0;1;0;1
"lumière";21;0;0;2;1;0;1;5;1;1;1;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;1;3;1;0;0
"malheureuse";21;0;1;0;0;0;0;0;0;2;1;0;1;0;0;0;1;2;3;1;0;3;0;0;2;0;1;1;0;0;1;0;0;1
"malice";21;0;0;0;0;0;0;0;3;0;1;1;0;3;0;0;3;0;1;0;0;0;1;3;1;2;0;0;1;1;0;0;0;0
"merveille";21;0;0;0;2;1;0;0;0;0;0;1;0;0;0;2;1;2;4;0;3;0;0;1;0;0;1;0;0;0;2;1;0;0
"morale";21;1;0;0;0;0;0;0;1;1;1;0;2;0;1;2;2;0;2;1;0;1;2;0;0;2;0;0;1;1;0;0;0;0
"mortelle";21;1;4;0;2;0;0;1;2;0;2;0;0;0;0;0;1;0;1;1;4;1;0;0;0;0;0;0;0;0;1;0;0;0
"murmure";21;0;0;0;0;1;1;1;0;2;2;2;1;0;0;0;0;1;1;0;0;1;2;2;0;0;0;0;0;0;1;0;0;3
"neuf";21;1;0;2;1;2;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;1;0;0;0;2;0;1;0;1;1;4;1
"noblesse";21;3;1;0;0;0;0;0;0;0;3;1;1;1;3;0;1;0;0;0;1;0;0;0;0;2;1;0;0;2;0;0;0;1
"noms";21;2;2;0;0;0;1;1;2;0;0;0;0;1;1;2;0;0;1;2;0;0;0;1;0;2;1;0;0;2;0;0;0;0
"nôtre";21;0;0;0;0;0;0;0;0;2;1;0;2;3;2;0;1;1;1;0;0;3;0;0;0;0;1;1;0;2;0;0;0;1
"nouvel";21;0;1;1;1;0;1;1;0;0;3;0;0;0;1;2;0;1;2;0;0;2;0;2;0;1;0;0;0;0;1;0;0;1
"ouf";21;0;0;0;0;0;0;0;2;0;0;1;0;1;1;0;5;0;1;0;0;0;1;4;0;0;3;0;0;0;0;2;0;0
"peines";21;1;2;0;0;0;0;3;0;0;1;1;1;0;0;0;0;1;0;2;1;1;1;0;2;1;1;1;1;0;0;0;0;0
"philosophie";21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;12;0;0;2;0;0;3;1;0;0;0;0
"pousser";21;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;2;3;1;4;1;0;0;1;1;1;0;0;1;0
"pouvant";21;0;0;0;0;0;0;0;1;1;0;2;1;0;4;0;1;2;1;0;1;1;0;0;0;1;0;1;0;1;1;0;1;1
"pouvons";21;1;1;0;2;1;0;0;0;4;0;1;0;0;0;0;1;0;0;1;1;2;0;0;1;0;3;0;0;1;1;0;0;0
"profiter";21;0;1;3;1;1;2;0;2;1;1;0;0;2;0;0;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0
"prude";21;0;0;0;0;0;1;0;1;1;1;0;1;2;0;9;0;0;0;2;0;1;0;0;0;1;0;0;0;1;0;0;0;0
"quelles";21;1;0;0;0;0;0;0;1;0;0;2;1;1;0;0;0;2;2;0;1;0;1;0;0;0;2;1;4;0;0;1;0;1
"querelle";21;0;0;0;0;0;0;0;1;1;2;0;0;1;0;0;0;1;0;0;1;0;1;2;3;3;1;2;0;0;0;1;0;1
"rarement";21;0;0;0;1;1;0;0;0;1;4;0;0;0;1;0;4;0;1;0;0;1;0;3;0;0;0;0;2;1;0;0;1;0
"récompense";21;0;0;0;0;1;0;3;2;0;2;1;0;1;0;1;0;1;0;0;1;1;0;2;1;0;1;0;0;0;0;0;1;2
"regrets";21;0;2;0;1;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;2;5;1;0;0;0;1;0;0;0;3;1;0;1
"rendra";21;0;0;2;0;0;3;0;0;0;0;0;1;1;0;1;2;0;1;3;0;1;0;1;0;0;1;2;2;0;0;0;0;0
"restez";21;0;0;2;0;0;0;0;0;0;0;0;2;0;1;0;5;0;2;1;2;0;0;0;0;0;0;0;1;1;0;1;1;2
"salutaire";21;0;0;1;2;0;0;0;0;0;0;3;0;0;0;0;1;0;1;0;3;2;2;1;1;0;2;0;0;0;1;1;0;0
"sauriez";21;0;1;1;1;1;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;2;3;0;0;5;2;0;0;1;0;0;0
"scélérat";21;1;0;0;0;0;0;0;1;0;0;0;1;0;0;4;2;1;0;0;0;0;2;0;0;0;1;3;0;0;1;2;2;0
"serons";21;0;0;0;2;1;0;0;0;4;1;0;1;0;0;0;1;1;1;1;1;0;0;0;1;0;0;1;0;1;2;0;2;0
"sincérité";21;0;0;0;0;1;0;0;1;3;1;0;1;1;3;0;3;0;1;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0
"solide";21;0;3;2;0;0;4;0;0;1;0;0;0;0;4;0;1;0;1;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0
"souper";21;0;0;2;0;0;1;0;0;2;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;2;0;1;2;0;0;2;3;2
"terminer";21;0;1;0;0;1;0;1;0;0;0;1;0;2;1;0;2;0;2;1;0;0;1;2;0;2;0;1;0;0;0;2;0;1
"tue";21;0;2;1;3;0;0;1;0;0;0;4;1;0;0;0;0;0;0;0;1;0;0;1;2;1;1;0;1;1;1;0;0;0
"tyran";21;0;2;3;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1
"user";21;0;0;0;0;0;2;0;0;1;0;3;1;0;0;0;0;0;2;0;1;1;1;0;0;2;3;2;0;0;0;0;0;2
"volonté";21;0;0;0;0;0;0;5;1;1;0;2;0;0;1;2;0;0;0;0;1;0;1;1;0;0;3;0;1;0;1;0;1;0
"abuse";20;0;0;1;0;1;2;0;0;0;0;1;0;1;1;0;0;1;2;1;3;1;0;1;0;2;1;0;0;0;1;0;0;0
"abuser";20;0;1;2;1;0;0;0;0;0;2;0;1;0;0;0;0;1;1;0;3;1;0;0;0;0;1;0;0;5;1;0;0;0
"adoucir";20;1;0;1;1;0;0;1;1;0;1;0;0;0;0;2;1;1;0;1;0;1;1;2;0;1;0;0;2;0;0;1;0;1
"agnant";20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0
"appartient";20;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;1;0;1;1;4;3;0;0;1;1;2
"approuver";20;2;0;0;0;0;2;4;0;2;1;1;0;0;0;1;0;0;0;2;0;0;0;0;1;0;1;0;0;3;0;0;0;0
"auraient";20;0;1;0;0;0;0;0;0;0;2;0;0;0;2;0;0;1;1;2;0;1;1;0;1;1;1;0;1;1;1;2;1;0
"avare";20;0;0;0;2;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;3;1;0;2;6;0;0;0
"avecque";20;0;0;0;0;0;0;0;3;3;0;1;3;0;0;1;0;0;0;0;0;0;1;1;0;0;6;1;0;0;0;0;0;0
"bienséance";20;1;0;2;0;0;2;1;0;1;1;1;2;0;0;0;2;2;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1
"bijoux";20;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;8;0;0;0;1;0;0;0;2
"blâmer";20;0;0;1;0;1;0;0;0;0;1;2;3;1;3;2;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
"bonnes";20;2;0;1;1;0;0;0;2;0;0;2;1;0;1;0;0;0;1;2;0;0;0;0;2;0;2;1;1;0;0;1;0;0
"brille";20;1;1;2;2;1;2;0;1;0;0;0;0;0;3;0;0;0;1;0;0;0;1;0;1;0;2;0;1;1;0;0;0;0
"calme";20;0;0;1;3;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;3;1;1;1;1;1;0;0;1;0;2;0;0
"chasser";20;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;2;0;0;2;0;1;0;2;4
"choisi";20;0;1;1;1;2;0;0;0;5;0;0;1;0;1;0;4;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0
"compère";20;0;0;0;0;0;0;0;1;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11;0
"découvrir";20;0;1;3;0;2;0;0;0;1;0;0;0;0;1;0;1;2;1;0;1;2;1;0;0;0;0;1;0;0;1;1;1;0
"déplaise";20;0;0;2;0;0;0;0;0;0;0;2;2;0;0;0;0;0;1;0;0;2;2;3;1;0;1;0;0;0;1;0;2;1
"dessus";20;0;0;0;0;1;0;0;2;0;0;1;0;0;2;0;0;0;3;1;1;0;1;3;0;1;1;2;0;0;1;0;0;0
"destins";20;0;4;1;0;0;0;3;0;0;3;1;0;0;0;0;0;0;0;0;1;0;3;0;0;1;0;0;0;0;2;0;0;1
"disent";20;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;4;0;2;0;0;0;3;3;0;2;0;1
"éclairci";20;0;0;1;0;0;0;0;2;2;0;0;2;0;2;1;0;2;2;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0
"enflamme";20;0;1;0;0;1;2;2;0;1;0;1;2;0;0;0;0;0;0;1;3;0;0;0;0;2;0;0;1;1;2;0;0;0
"fini";20;0;0;1;0;0;0;0;0;0;0;2;1;0;2;0;1;0;1;0;3;1;1;1;0;0;1;0;0;2;2;0;0;1
"forcé";20;0;1;2;0;0;2;0;1;2;1;0;0;0;0;0;0;2;1;0;1;1;1;0;0;0;0;0;1;0;1;1;0;2
"fourbe";20;0;0;0;0;0;0;0;3;2;0;0;0;0;1;4;3;1;1;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0
"hait";20;0;0;0;1;0;0;0;3;1;0;0;0;0;0;0;8;0;0;0;0;1;1;0;1;0;0;0;0;1;0;2;0;1
"hem";20;0;0;0;1;1;2;1;2;1;0;0;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;3;0;1;0;0;2
"honore";20;0;0;1;2;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;2;2;2;2;3
"horrible";20;0;2;0;2;1;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;2;1;2;1
"image";20;0;1;0;1;0;1;3;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;1;1;1;0;2;0;0;4;0;0;0
"important";20;0;2;4;0;0;0;0;0;1;2;2;0;0;2;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1
"indifférence";20;2;0;1;0;0;0;1;0;0;1;1;0;0;2;0;0;2;1;1;0;2;1;0;0;0;0;2;1;0;0;1;0;1
"instants";20;1;5;6;3;1;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"intelligence";20;0;0;0;0;0;0;0;2;0;4;1;4;0;0;0;1;1;0;0;2;0;0;0;3;0;0;1;1;0;0;0;0;0
"jé";20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"marié";20;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;7;0;0;1;1;0;0;1;0;0;1;0;0;5;0
"mène";20;0;0;1;0;0;1;0;0;1;2;0;1;0;1;1;0;0;1;0;1;0;0;3;0;0;2;0;1;3;0;1;0;0
"modèle";20;1;1;2;1;0;0;1;0;1;0;2;0;0;0;1;0;0;0;0;0;1;3;0;0;1;0;0;0;1;0;3;1;0
"offenser";20;0;1;0;0;1;0;2;0;0;1;0;1;1;1;1;0;2;0;2;1;0;1;0;1;0;1;0;0;0;1;1;0;1
"partis";20;0;1;1;0;0;0;1;1;2;1;1;0;0;0;1;0;2;0;0;1;0;0;2;1;3;0;0;1;0;1;0;0;0
"peint";20;2;2;3;2;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;1;0;1;0
"pénétré";20;0;2;2;4;0;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;1;2;1;0;0;1
"pleins";20;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;2;3;1;1;4;2;0;0;0;1;0;1;1;1;0;0;0
"précieux";20;0;0;1;1;1;2;1;0;0;1;0;0;0;0;0;0;1;3;0;1;0;1;0;0;1;0;0;0;2;1;0;1;2
"premiers";20;1;1;0;0;0;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;1;3;0;0;0;1;1;0;2;3;0;0;2
"procédé";20;0;1;5;1;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;1;1;0;1;1;1;3;0;0;0
"prochain";20;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;2;0;1;0;2;2;1;1;1;0;1;1;0;1;2
"propres";20;0;0;1;2;0;1;0;0;2;0;0;0;0;1;0;1;2;2;0;1;1;1;0;0;0;1;0;2;0;0;0;2;0
"prouve";20;0;2;0;1;1;5;1;0;0;0;0;0;0;4;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0
"pût";20;0;2;0;0;1;0;0;2;1;0;0;2;0;0;0;0;0;0;0;2;1;0;2;0;2;0;2;0;1;0;2;0;0
"réflexion";20;0;0;0;0;0;1;0;3;1;1;0;2;0;2;0;3;0;0;1;0;1;1;0;0;2;0;1;1;0;0;0;0;0
"regard";20;1;1;0;2;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;2;0;0;2;1;1;0
"rempli";20;1;1;0;0;1;0;3;0;1;1;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4;1;0;1;0;2
"renoncer";20;0;0;2;0;0;0;0;1;4;0;0;0;0;1;0;1;1;2;0;1;2;0;2;0;0;2;0;0;0;0;1;0;0
"répugnance";20;0;0;2;1;0;0;0;2;1;0;0;0;0;0;0;0;2;3;0;1;0;2;0;0;0;3;1;1;0;1;0;0;0
"respecte";20;1;1;0;0;2;1;0;0;1;1;0;0;0;0;2;1;0;0;0;0;0;3;0;0;0;0;0;1;2;1;1;0;2
"ruine";20;1;1;0;0;0;0;0;1;1;0;2;0;1;0;1;0;8;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1
"sachons";20;0;0;0;0;0;1;0;0;1;2;1;0;0;1;1;1;2;1;1;0;3;0;0;0;1;0;0;0;2;1;1;0;0
"second";20;0;0;0;0;1;0;0;1;1;0;0;0;2;4;2;0;0;0;2;0;0;1;2;0;0;0;0;1;1;0;0;2;0
"secrète";20;0;2;1;4;2;1;0;2;0;1;0;0;0;0;0;1;0;1;0;0;0;1;2;1;0;1;0;0;0;0;0;0;0
"sérieux";20;0;0;3;0;0;2;0;1;1;0;0;0;0;3;1;1;1;0;1;0;0;0;0;0;0;0;0;3;2;0;1;0;0
"sortons";20;0;0;2;1;0;0;0;0;1;0;0;3;0;0;0;1;0;0;0;1;0;0;4;1;1;0;0;1;1;1;1;1;0
"suivante";20;0;0;0;0;1;1;0;0;0;0;0;2;1;0;0;0;2;1;0;0;0;0;0;2;0;0;3;0;0;1;2;3;1
"sûreté";20;0;0;0;2;0;0;0;2;0;2;2;0;1;0;1;0;0;0;0;2;1;1;0;1;0;0;0;2;1;0;0;2;0
"trompez";20;0;0;4;0;0;0;0;0;0;1;1;2;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;1;1;1;0;0;2
"valoir";20;0;0;1;1;0;1;0;1;0;0;2;1;1;1;0;0;0;0;2;0;3;0;1;1;0;0;1;2;1;0;0;0;0
"achevez";19;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;2;1;3;4;1;0;0;0;1;1;0;0;0;0;0;1
"acquis";19;0;0;0;1;1;0;0;0;0;0;1;0;1;2;0;1;2;2;0;0;0;0;0;0;1;1;0;0;3;1;1;1;0
"acte";19;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;1;2;0;0;0;0;0;1;3;0;5;3;0;0;0;0
"amoureuse";19;0;0;0;0;0;0;0;4;0;3;0;0;0;2;0;3;0;0;0;0;0;1;2;1;3;0;0;0;0;0;0;0;0
"annonce";19;0;0;0;1;2;3;2;0;0;0;0;0;0;1;0;0;2;1;1;1;0;1;0;0;0;1;0;1;0;0;2;0;0
"arrivé";19;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;1;1;2;0;1;0;0;1;2;0;2;2;1;1;0;0;1;0
"augure";19;0;0;0;2;1;1;0;0;0;1;0;0;0;1;2;0;0;4;0;0;0;0;2;0;0;0;2;0;0;1;1;1;0
"auront";19;1;0;0;1;0;0;0;1;3;1;0;1;0;0;0;0;2;0;2;2;0;0;0;0;0;2;0;0;0;0;1;1;1
"autorité";19;0;0;1;1;0;1;0;0;0;0;0;2;1;0;2;0;1;1;2;3;2;0;0;0;0;0;1;0;0;0;0;0;1
"battre";19;0;0;0;2;0;0;0;0;1;1;0;4;0;0;0;0;1;0;2;0;1;0;1;2;0;1;2;1;0;0;0;0;0
"beau-père";19;0;0;1;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;7;0;1;0
"brutal";19;0;0;1;0;0;0;1;0;0;0;0;2;0;0;1;1;0;0;0;0;0;3;0;4;4;1;0;0;1;0;0;0;0
"cachez";19;0;1;0;2;2;0;0;0;2;1;0;0;0;0;0;1;1;1;0;3;0;0;0;0;0;0;0;1;0;3;1;0;0
"charmants";19;1;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;2;0;2;1;1;2;0;2;0;1;2;0
"cherchez";19;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;3;2;1;0;0;1;2;0;1;1;1;0;1;0;0;2
"chimère";19;0;0;2;0;0;0;2;1;0;0;1;0;1;0;1;1;2;2;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0
"circonstance";19;0;1;3;1;0;1;1;1;0;0;0;0;0;0;1;1;2;0;0;2;4;0;0;0;0;0;1;0;0;0;0;0;0
"coquin";19;1;0;0;0;2;0;0;3;0;0;1;3;0;0;0;1;0;1;0;0;2;1;1;1;1;0;1;0;0;0;0;0;0
"cris";19;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;1;1;0;1;1;0;3;1;0;2;1;1;3;0;0;0
"cruels";19;0;1;0;0;0;1;4;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;2;1;1;0;0;0;1;2;1;0;0
"dames";19;1;0;2;1;2;1;0;0;2;0;1;0;0;0;1;0;0;0;0;0;2;1;0;0;1;2;1;0;1;0;0;0;0
"déclare";19;0;0;0;0;1;4;3;0;0;1;1;1;0;2;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0
"découvert";19;1;0;2;0;1;0;0;0;0;1;0;0;1;2;2;1;0;2;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0
"délicat";19;1;0;0;0;1;3;0;0;0;0;0;1;0;5;1;0;0;0;0;0;1;2;0;1;0;1;0;1;0;0;1;0;0
"demi";19;1;1;2;0;0;1;0;2;4;0;1;0;1;2;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"distrait";19;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;14;0;0;1;0;0;0;0;0;1;0
"douze";19;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;1;1;3;1;0;0;0;0;2;0;0;0;0;0;0;4;0
"élever";19;0;1;0;0;0;0;3;0;0;0;2;0;0;0;0;1;1;0;0;1;1;3;0;0;0;2;0;0;1;0;0;3;0
"embrasser";19;0;0;1;2;0;0;0;0;0;0;0;0;1;1;0;4;0;1;0;0;0;0;1;0;1;2;0;0;0;0;2;1;2
"empêche";19;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;2;2;0;1;1;2;1;1;0;1;0;0
"ennuie";19;0;0;3;0;0;0;0;1;0;3;0;0;1;0;0;0;0;0;1;1;0;1;1;1;2;1;2;1;0;0;0;0;0
"étonné";19;0;0;0;2;1;1;1;1;1;1;1;0;0;1;0;0;2;1;0;1;0;0;1;0;0;1;0;0;1;0;1;1;0
"étonnement";19;0;2;1;0;0;0;1;1;1;2;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;3;1;0;1;1;0;1
"expose";19;0;0;1;1;0;0;0;1;0;1;0;0;0;1;1;1;1;0;0;0;2;2;0;0;1;0;0;1;0;2;3;0;0
"exprimer";19;1;2;2;0;0;3;0;0;3;0;1;0;0;0;1;1;0;0;0;0;0;1;0;2;0;1;1;0;0;0;0;0;0
"extravagance";19;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3;1;0;0;1;0;2;0;1;0;3;3;2;0;0;1
"fâche";19;0;0;0;0;0;1;0;1;1;0;0;3;2;2;0;0;0;1;1;0;0;1;0;1;0;0;1;1;2;1;0;0;0
"félicité";19;0;1;0;0;0;0;2;1;0;1;1;0;0;0;0;0;1;1;1;4;2;0;0;0;0;0;0;0;0;1;3;0;0
"fenêtre";19;0;0;0;0;0;0;2;1;1;0;1;2;0;1;0;0;0;0;0;0;1;0;0;5;1;2;0;1;0;0;0;1;0
"ferons";19;0;0;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;1;0;0;1;2;1;2;1;2;2;1;1;0;0;0;0
"fière";19;0;0;0;1;0;3;0;1;0;1;0;0;0;0;2;1;0;0;2;0;0;1;0;0;0;1;0;0;5;0;0;0;1
"fis";19;0;1;0;0;0;0;1;0;0;0;0;1;0;1;2;0;0;1;0;0;0;0;0;0;1;0;2;1;4;1;1;2;0
"gagné";19;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;4;0;0;1;0;0;1;0;1;2;1;0;0;0;2;1;1;0
"héros";19;1;2;3;0;0;0;2;0;0;0;3;0;0;0;0;0;0;1;0;0;1;1;1;0;2;0;0;0;1;1;0;0;0
"honneurs";19;0;0;0;0;1;0;3;0;0;0;3;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;1;1;4;0;0
"ignorer";19;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;2;1;6;2;1;0;0;0;0;2;0;0;1;0;0;0
"joug";19;0;1;4;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;3;0;0;0;2;0;1;0;0;1
"livrer";19;0;0;0;0;2;2;2;0;0;2;0;0;0;1;1;4;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0
"loisir";19;0;0;0;1;2;3;0;0;0;0;2;1;0;0;0;1;0;1;0;1;0;1;1;2;0;1;1;0;0;0;0;0;1
"mette";19;0;0;0;0;0;1;0;2;0;1;3;0;0;0;0;0;2;3;0;0;1;1;0;1;2;0;0;0;0;0;0;1;1
"monstre";19;0;1;0;1;0;0;4;0;0;1;0;1;0;0;0;1;1;0;0;1;0;1;1;2;0;0;0;1;0;1;1;1;0
"obscure";19;0;0;1;1;0;0;2;0;0;0;1;1;0;0;1;4;1;1;0;0;0;2;0;0;0;0;1;0;0;0;2;0;1
"ouvert";19;1;0;0;0;1;0;0;1;0;1;0;0;0;3;0;1;0;2;0;2;0;2;1;2;0;0;0;0;1;1;0;0;0
"palais";19;1;0;0;1;0;1;3;2;0;1;3;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;1;0;1;0;1;0
"pique";19;0;0;0;1;0;0;0;0;0;0;0;2;0;3;0;2;1;0;0;1;0;2;0;2;4;0;1;0;0;0;0;0;0
"plainte";19;1;1;1;0;0;0;0;1;0;0;2;2;1;0;0;0;0;1;0;0;4;1;2;0;0;0;0;0;1;0;0;0;1
"poche";19;0;0;0;0;1;2;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;2;1;0;4;0;1;4;0;0;0;1;0
"prenne";19;0;0;1;0;1;2;0;2;1;2;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;3;1;0;0;0;0;1;0
"prudent";19;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;4;2;0;0;0;0;1;1;1;0;0;0;2;0;2;2;0;0
