"frpos";"F";"BOISSY_APOLOGIEDUSIECLE";"BOISSY_COMTEDENEUILLY";"BOISSY_DEHORSTROMPEURS";"BOISSY_MEDECINPAROCCASION";"BOISSY_PLAGIAIRE";"BOISSY_RIVALFAVORABLE";"BOISSY_VIEESTUNSONGE";"DANCOURT_ENFANTSDEPARIS";"DANCOURT_MADAMEARTUS";"DANCOURT_METEMPSYCHOSE";"DANCOURT_SANCHO";"DANCOURT_TRAHISONPUNIE";"DUFRESNY_COQUETTEDUVILLAGE";"DUFRESNY_FAUXSINCERE";"DUFRESNY_MARIAGEFAITETROMPU";"DUFRESNY_RECONCILIATIONNORMANDE";"NIVELLE_ECOLEDESAMIS";"NIVELLE_ECOLEMERES";"NIVELLE_FAUSSEANTIPATHIE";"NIVELLE_GOUVERNANTE";"NIVELLE_PREJUGEALAMODE";"REGNARD_DEMOCRITE";"REGNARD_DISTRAIT";"REGNARD_FOLIESAMOUREUSES";"REGNARD_JOUEUR";"REGNARD_LEGATAIRE";"REGNARD_MENECHMES";"VOLTAIRE_DEPOSITAIRE";"VOLTAIRE_DROITDUSEIGNEUR";"VOLTAIRE_ENFANTPRODIGUE";"VOLTAIRE_ENVIEUX";"VOLTAIRE_FEMMEQUIARAISON";"VOLTAIRE_NANINE"
"ADVgen PROper VERppe";6;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ADVgen PROrel DETdef";6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
"ADVgen VERcjg INJ";6;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"ADVgen VERinf DETcar";6;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"ADVgen VERppe DETcar";6;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1
"ADVint VERcjg PROind";6;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"ADVneg ADJqua PRE.DETdef";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0
"ADVneg ADVgen NOMpro";6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"ADVneg ADVneg DETdef";6;0;0;1;0;1;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ADVneg ADVneg DETndf";6;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0
"ADVneg CONcoo DETpos";6;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0
"ADVneg DETdem ADJqua";6;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0
"ADVneg DETind NOMcom";6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1
"ADVneg DETndf ADJind";6;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0
"ADVneg NOMcom DETdef";6;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"ADVneg NOMcom DETpos";6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;2;0
"ADVneg NOMcom INJ";6;1;1;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ADVneg NOMcom NOMcom";6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0
"ADVneg NOMpro VERcjg";6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1
"ADVneg PRE NOMpro";6;0;0;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"ADVneg PROadv PROind";6;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ADVneg PROimp VERcjg";6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
"ADVneg PROper PROimp";6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0
"ADVneg PROrel PROrel";6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
"ADVneg VERinf PRE.DETdef";6;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"ADVneg VERppe PRE.DETdef";6;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
"CONcoo ADJqua PROind";6;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"CONcoo ADVgen PROimp";6;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0
"CONcoo CONcoo VERcjg";6;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
"CONcoo CONsub PROadv";6;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
"CONcoo INJ PROper";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0
"CONcoo PRE.DETdef ADVgen";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0
"CONcoo PROper CONsub";6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0
"CONcoo PROper DETind";6;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CONcoo PROper INJ";6;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CONcoo PROper NOMpro";6;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0
"CONcoo PROper PROdem";6;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0
"CONcoo VERcjg PROadv";6;0;0;0;0;2;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"CONcoo VERcjg VERcjg";6;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
"CONcoo VERppe PROper";6;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
"CONsub ADVgen DETdem";6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"CONsub CONsub PRE";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;2;0;0;1;0;0;0;0
"CONsub NOMcom ADVneg";6;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"CONsub NOMcom DETdef";6;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0
"CONsub PROdem ADVgen";6;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"CONsub PROind ADVgen";6;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0
"CONsub PROind PRE";6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0
"CONsub VERcjg VERppe";6;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
"CONsub VERinf DETndf";6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0
"CONsub VERinf VERcjg";6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
"DETdef NOMpro INJ";6;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0
"DETdef NOMpro NOMcom";6;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0
"DETdef PROcar DETcar";6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
"DETdef PROcar PRE";6;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"DETdef VERppe VERcjg";6;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0
"DETind DETndf NOMcom";6;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
"DETind PROcar ADJqua";6;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0
"DETind PROcar PROdem";6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"DETind PROdem ADVgen";6;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1
"DETndf DETpos NOMcom";6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;1
"DETndf NOMcom DETcar";6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1
"DETndf PROind NOMcom";6;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"DETndf PROind VERinf";6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0
"DETpos DETcar NOMcom";6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
"DETpos NOMpro ADVneg";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0
"DETrel NOMcom ADVint";6;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"DETrel NOMcom NOMpro";6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0
"DETrel NOMcom VERppa";6;0;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"DETrel PROind PRE";6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0
"DETrel VERcjg ADVgen";6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"INJ ADVgen ADVneg";6;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"INJ ADVgen DETdem";6;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1
"INJ ADVgen DETrel";6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
"INJ ADVgen INJ";6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
"INJ ADVgen NOMpro";6;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"INJ ADVgen PROint";6;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"INJ ADVneg ADVneg";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0
"INJ CONcoo PRE";6;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"INJ DETint VERcjg";6;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"INJ NOMcom CONcoo";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0
"INJ NOMcom PRE.DETdef";6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;0;0;0;1
"INJ NOMpro INJ";6;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;1
"INJ PRE DETrel";6;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"INJ PRE PROdem";6;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"INJ PROint NOMcom";6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
"INJ VERcjg PRE.DETdef";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"NOMcom ADJqua PROimp";6;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
"NOMcom ADVgen PROadv";6;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"NOMcom ADVint PROdem";6;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1
"NOMcom CONsub DETrel";6;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0
"NOMcom DETdef ADJord";6;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
"NOMcom DETpos ADJord";6;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"NOMcom NOMcom DETind";6;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1
"NOMcom NOMpro PRE.DETdef";6;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"NOMcom PRE.DETdef PROcar";6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0
"NOMcom PROdem PRE";6;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
"NOMcom PROint PROadv";6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
"NOMcom PROper DETdef";6;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0
"NOMcom PROper NOMpro";6;0;0;0;0;0;0;0;1;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"NOMcom PROrel ADJqua";6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0
"NOMcom PROrel DETind";6;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
"NOMcom VERinf ADVneg";6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"NOMcom VERinf NOMpro";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2
"NOMcom VERppa INJ";6;1;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"NOMcom VERppa PROind";6;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"NOMpro ADJqua CONcoo";6;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
"NOMpro CONcoo PROrel";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;0
"NOMpro DETndf PROind";6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;2;0;0;0
"NOMpro NOMpro CONsub";6;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"NOMpro NOMpro NOMcom";6;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"NOMpro NOMpro PROdem";6;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"NOMpro NOMpro VERppe";6;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"NOMpro PRE VERppa";6;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"NOMpro PROdem PROrel";6;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
"PRE.DETdef ADJqua NOMpro";6;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"PRE.DETdef PROcar PROper";6;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"PRE.DETdef PROpos INJ";6;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
"PRE.DETdef VERcjg PROper";6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"PRE ADVgen NOMpro";6;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
"PRE ADVgen PROint";6;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1
"PRE ADVneg PROind";6;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"PRE CONsub DETndf";6;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"PRE DETdem ADJord";6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
"PRE DETndf PROper";6;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"PRE DETpos NOMpro";6;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0
"PRE PRE.DETdef ADJqua";6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
"PRE PROdem DETpos";6;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"PRE PROind PROind";6;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"PRE PROrel DETdem";6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"PRE PROrel DETind";6;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"PRE VERinf PROimp";6;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"PRE VERppa ADJqua";6;0;0;0;0;0;0;0;0;2;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"PROadv VERcjg PROimp";6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"PROadv VERinf PROint";6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;0;0;0;0;0;0;0;0
"PROcar ADJqua PRE";6;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0
"PROcar ADVgen PRE";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0
"PROcar CONsub PROper";6;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"PROcar PRE DETpos";6;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"PROcar VERcjg ADVgen";6;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
"PROcar VERcjg VERppe";6;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"PROdem ADVgen PROrel";6;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1
"PROdem ADVneg DETndf";6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0
"PROdem ADVneg PROadv";6;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"PROdem CONsub PRE";6;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"PROdem DETdem NOMcom";6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
"PROdem PROper CONsub";6;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;1
"PROdem VERcjg ADVneg";6;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"PROdem VERcjg CONcoo";6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0
"PROimp VERcjg DETpos";6;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"PROimp VERcjg PRE.DETdef";6;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"PROimp VERcjg PROind";6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0
"PROind ADVgen NOMcom";6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0
"PROind ADVneg ADVgen";6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0
"PROind DETint VERcjg";6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0
"PROind PRE NOMpro";6;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"PROind PRE PROind";6;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"PROind PROrel ADVneg";6;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"PROind VERcjg PROint";6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2
"PROind VERinf INJ";6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1
"PROind VERinf PROdem";6;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
"PROind VERppe NOMcom";6;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
